Year,Final_Grade,Subjects_Failed,Homework_Question_1,Homework_Question_2,Homework_Question_3,Time_Allocation_Question_1,Time_Allocation_Question_2,Time_Allocation_Question_3,Reading_and_Note_Taking_Question_1,Reading_and_Note_Taking_Question_2,Reading_and_Note_Taking_Question_3,Study_Period_Procedures_Question_1,Study_Period_Procedures_Question_2,Study_Period_Procedures_Question_3,Written_Works_Question_1,Written_Works_Question_2,Written_Works_Question_3,Examination_Question_1,Examination_Question_2,Examination_Question_3,Status
4,2.15,0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1
2,2.53,0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1
2,2.85,1,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0
3,2.04,0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1
4,2.3,0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,1
4,1.8,0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1
3,3.25,2,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,0
3,3.11,1,4.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,0
4,1.9,0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1
1,2.39,1,1.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,0
1,2.18,0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,1
1,2.2,0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,1
3,3.21,2,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,1.0,0
3,2.71,1,1.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,0
3,2.82,2,2.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,0
3,3.04,1,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,0
2,2.79,2,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,0
2,3.11,2,1.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,0
4,1.75,0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1
3,2.25,0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,1
3,2.86,2,3.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,0
4,1.75,0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,1
4,1.65,0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,1
2,2.73,1,1.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,0
2,3.24,3,3.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,0
4,1.5,0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,1
3,2.57,1,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,0
3,2.32,1,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,0
4,2.1,0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,1
4,2.0,1,1.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,0
2,2.54,0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,1
1,2.45,0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,1.0,1
2,2.39,1,1.0,4.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,0
3,2.36,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.07,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,3.0,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
1,2.86,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
4,2.55,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
2,2.86,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.21,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,2.45,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
4,2.15,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,2.64,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
4,2.7,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,1.68,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,3.23,2,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
1,2.5,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,2.54,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,2.61,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
2,2.21,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
2,2.76,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
2,2.57,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.68,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,1.68,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,1.93,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
2,2.59,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
2,2.45,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.25,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,2.0,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,1.85,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,3.05,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.36,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,2.14,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,3.77,3,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
4,2.1,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,2.6,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
2,1.86,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,3.3,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
2,2.82,2,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
1,2.48,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,2.45,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
2,2.47,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
4,2.3,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,2.1,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,3.43,2,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
2,2.24,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,1.89,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,2.7,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,2.09,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
2,2.37,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
1,2.8,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
1,2.95,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,1.54,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,1.65,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,2.75,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
1,1.75,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,1.89,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,2.34,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
4,3.55,2,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
2,2.42,2,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
4,2.0,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
1,3.21,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,2.39,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.39,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
3,2.96,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
1,2.43,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.79,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
4,1.85,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
4,2.7,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.57,1,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,0
3,2.36,0,2.493408662900188,2.553672316384181,2.4745762711864407,2.414312617702448,2.468926553672316,2.4350282485875705,2.4444444444444446,2.544256120527307,2.536723163841808,2.468926553672316,2.529190207156309,2.5141242937853105,2.5480225988700567,2.455743879472693,2.5875706214689265,2.468926553672316,2.5499058380414312,2.457627118644068,1
